FILENAME,URL,URLLength,Domain,DomainLength,IsDomainIP,TLD,URLSimilarityIndex,CharContinuationRate,TLDLegitimateProb,URLCharProb,TLDLength,NoOfSubDomain,HasObfuscation,NoOfObfuscatedChar,ObfuscationRatio,NoOfLettersInURL,LetterRatioInURL,NoOfDegitsInURL,DegitRatioInURL,NoOfEqualsInURL,NoOfQMarkInURL,NoOfAmpersandInURL,NoOfOtherSpecialCharsInURL,SpacialCharRatioInURL,IsHTTPS,LineOfCode,LargestLineLength,HasTitle,Title,DomainTitleMatchScore,URLTitleMatchScore,HasFavicon,Robots,IsResponsive,NoOfURLRedirect,NoOfSelfRedirect,HasDescription,NoOfPopup,NoOfiFrame,HasExternalFormSubmit,HasSocialNet,HasSubmitButton,HasHiddenFields,HasPasswordField,Bank,Pay,Crypto,HasCopyrightInfo,NoOfImage,NoOfCSS,NoOfJS,NoOfSelfRef,NoOfEmptyRef,NoOfExternalRef,label
20551.txt,https://www.dps.texas.gov,24,www.dps.texas.gov,17,0,gov,100.0,0.666666667,0.0033282,0.052676969,3,2,0,0,0.0,10,0.417,0,0.0,0,0,0,2,0.083,1,738,1678,1,dpstexas,0.0,0.0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,9,2,3,72,0,22,1
410048.txt,https://www.cloudi5.com,22,www.cloudi5.com,15,0,com,100.0,1.0,0.5229071,0.057704839,3,1,0,0,0.0,8,0.364,1,0.045,0,0,0,1,0.045,1,930,1447,1,cloudi5,100.0,100.0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,1,0,1,44,8,14,56,3,67,1
mw143485.txt,http://www.shop.schlachtstall.de,31,www.shop.schlachtstall.de,25,0,de,52.91692435,0.777777778,0.0326503,0.05240428,2,2,0,0,0.0,18,0.581,0,0.0,0,0,0,2,0.065,0,2,41,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
491991.txt,https://www.austintxstorage.com,30,www.austintxstorage.com,23,0,com,100.0,1.0,0.5229071,0.061959905,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,1,1251,8973,1,austintxstorage,100.0,100.0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,19,16,120,50,1,39,1
612560.txt,https://www.ashleyrenespromandpageant.com,40,www.ashleyrenespromandpageant.com,33,0,com,100.0,1.0,0.5229071,0.062051095,3,1,0,0,0.0,27,0.675,0,0.0,0,0,0,1,0.025,1,1870,10235,1,ashleyrenespromandpageant,100.0,100.0,0,0,1,0,0,1,0,4,0,1,1,1,0,0,1,0,0,35,11,15,15,0,30,1
536662.txt,https://www.albertafarmexpress.ca,32,www.albertafarmexpress.ca,25,0,ca,100.0,1.0,0.0101825,0.058389277,2,1,0,0,0.0,19,0.594,0,0.0,0,0,0,1,0.031,1,1733,9381,1,albertafarmexpress,100.0,100.0,1,1,1,0,0,1,0,4,1,1,1,1,1,0,0,0,1,99,24,34,120,6,164,1
8115628.txt,https://is.gd/servizio_sicurezza_clienti,40,is.gd,5,0,gd,37.5,1.0,5.02e-05,0.051345405,2,0,0,0,0.0,28,0.7,0,0.0,0,0,0,4,0.1,1,14,1382,1,isservizio_sicurezza_clienti,0.0,100.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0
898381.txt,https://www.societas.es,22,www.societas.es,15,0,es,100.0,1.0,0.0064109,0.07393108,2,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,538,1829,1,socitas,0.0,0.0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,2,14,14,27,0,29,1
408935.txt,https://www.cno.org,18,www.cno.org,11,0,org,100.0,1.0,0.0799628,0.079453938,3,1,0,0,0.0,5,0.278,0,0.0,0,0,0,1,0.056,1,406,310,1,cno,100.0,100.0,1,0,1,1,0,0,0,2,0,1,1,1,0,0,0,0,1,36,4,15,70,22,9,1
mw199363.txt,http://www.boeinq.co,19,www.boeinq.co,13,0,co,80.24691358,1.0,0.0059772,0.058558241,2,1,0,0,0.0,7,0.368,0,0.0,0,0,0,1,0.053,0,2,474,1,boeinq,100.0,100.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179647.txt,https://www.epubreader.xyz,25,www.epubreader.xyz,18,0,xyz,100.0,1.0,0.0017496,0.050114254,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,628,619,1,epubreader,100.0,100.0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,50,1,4,59,0,31,1
433975.txt,https://www.orientpress.hu,25,www.orientpress.hu,18,0,hu,100.0,1.0,0.0022172,0.061800768,2,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,1047,269,1,orientpress,100.0,100.0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,35,11,12,87,0,77,1
mw38426.txt,http://www.amusement.firefoxupdata.com,37,www.amusement.firefoxupdata.com,31,0,com,54.50361604,0.608695652,0.5229071,0.058955166,3,2,0,0,0.0,24,0.649,0,0.0,0,0,0,2,0.054,0,2,46,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8029123.txt,https://bafybeidpeijyj3nn5ahhoyfsclgxea2qzocipnpoldmzle6uronug47rse.ipfs.w3s.link/,81,bafybeidpeijyj3nn5ahhoyfsclgxea2qzocipnpoldmzle6uronug47rse.ipfs.w3s.link,73,0,link,12.57525118,0.264705882,0.0003306,0.042156919,4,2,0,0,0.0,63,0.778,7,0.086,0,0,0,3,0.037,1,878,10415,1,bafybeidpeijyj3nn5ahhoyfsclgxea2qzocipnpoldmzle6uronug47rseipfsw3s,0.0,0.0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,2,0,12,0,0,2,0
508674.txt,https://www.buildingcentre.co.uk,31,www.buildingcentre.co.uk,24,0,uk,100.0,0.882352941,0.028555,0.057281332,2,2,0,0,0.0,17,0.548,0,0.0,0,0,0,2,0.065,1,2304,494,1,bildingcentreco,0.0,0.0,1,0,1,0,0,1,1,2,0,1,1,1,1,0,0,0,1,27,1,9,125,0,132,1
230950.txt,https://www.sanofi-diabete.fr,28,www.sanofi-diabete.fr,21,0,fr,100.0,0.571428571,0.0141483,0.0586975,2,1,0,0,0.0,14,0.5,0,0.0,0,0,0,2,0.071,1,2030,232,1,sanoi-diabete,0.0,0.0,0,1,1,0,0,1,0,2,0,1,0,1,0,0,0,0,1,13,42,14,7,34,6,1
413547.txt,https://www.gregnatale.com,25,www.gregnatale.com,18,0,com,100.0,1.0,0.5229071,0.065953716,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,2748,2186,1,gregnatale,100.0,100.0,0,1,1,1,0,1,0,5,0,1,1,1,0,0,1,0,1,46,65,64,511,13,161,1
50410.txt,https://www.journaldebangui.com,30,www.journaldebangui.com,23,0,com,100.0,1.0,0.5229071,0.056716852,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,1,5411,1820,1,journaldebangui,100.0,100.0,1,1,1,0,0,1,0,4,0,1,1,1,0,1,1,1,1,208,13,38,464,0,514,1
8123812.txt,https://paulwelchartservicefr.firebaseapp.com/,46,paulwelchartservicefr.firebaseapp.com,37,0,com,53.20825804,0.666666667,0.5229071,0.056802102,3,1,0,0,0.0,35,0.761,0,0.0,0,0,0,3,0.065,1,16,110,1,paulwelchartservicefrfirebaseapp,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
139657.txt,https://www.rollei.com,21,www.rollei.com,14,0,com,100.0,1.0,0.5229071,0.072283428,3,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,1,5614,19146,1,rollei,100.0,100.0,1,0,1,0,0,1,13,20,0,1,1,1,0,1,1,0,1,121,9,61,504,0,31,1
8136649.txt,https://cloudflare-ipfs.com/ipfs/qme9sd6o8xlsl9yc4fl8np1r5qx47qktc1jldwmzsjgei1,79,cloudflare-ipfs.com,19,0,com,27.30498799,0.733333333,0.5229071,0.036756314,3,0,0,0,0.0,55,0.696,12,0.152,0,0,0,4,0.051,1,6,450889,0,0,0.0,0.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,0,0,1,0
mw16036.txt,http://www.qwartwc.ml,20,www.qwartwc.ml,14,0,ml,69.45454545,1.0,0.0001306,0.04456163,2,1,0,0,0.0,8,0.4,0,0.0,0,0,0,1,0.05,0,20,207,1,qwartwc,100.0,100.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397794.txt,https://www.hellablackpod.com,28,www.hellablackpod.com,21,0,com,100.0,1.0,0.5229071,0.056623546,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,940,14060,1,hellablackpod,100.0,100.0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,22,4,14,30,0,16,1
451081.txt,https://www.kycolonels.org,25,www.kycolonels.org,18,0,org,100.0,1.0,0.0799628,0.063342808,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,984,29692,1,kycolonels,100.0,100.0,0,1,1,0,0,1,0,4,0,1,1,1,0,0,0,0,1,17,28,35,130,0,148,1
mw141466.txt,http://www.bhaxz.com,19,www.bhaxz.com,13,0,com,68.14814815,1.0,0.5229071,0.044564678,3,1,0,0,0.0,7,0.368,0,0.0,0,0,0,1,0.053,0,2,29,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mw77862.txt,http://www.atlantispharmagroup.com,33,www.atlantispharmagroup.com,27,0,com,73.0147323,1.0,0.5229071,0.059663085,3,1,0,0,0.0,21,0.636,0,0.0,0,0,0,1,0.03,0,2,42,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68771.txt,https://www.gazettetimes.com,27,www.gazettetimes.com,20,0,com,100.0,1.0,0.5229071,0.064593248,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,5497,12038,1,gazettetimes,100.0,100.0,0,1,1,0,0,1,0,3,0,1,1,1,0,0,1,0,1,74,6,36,275,0,41,1
728514.txt,https://www.aipc.net.au,22,www.aipc.net.au,15,0,au,100.0,0.625,0.0100856,0.06578414,2,2,0,0,0.0,8,0.364,0,0.0,0,0,0,2,0.091,1,2472,1911,1,ipcnet,0.0,0.0,1,0,1,1,1,1,0,3,0,1,1,1,0,0,1,0,1,45,4,6,130,0,175,1
28962.txt,https://www.hypeness.com.br,26,www.hypeness.com.br,19,0,br,100.0,0.75,0.0094423,0.055832384,2,2,0,0,0.0,12,0.462,0,0.0,0,0,0,2,0.077,1,2661,1506,1,hypenesscom,0.0,0.0,1,1,1,0,0,1,75,6,0,1,0,0,0,0,0,0,0,165,20,21,196,7,212,1
mw142916.txt,http://www.jerem.com,19,www.jerem.com,13,0,com,90.86419753,1.0,0.5229071,0.069114102,3,1,0,0,0.0,7,0.368,0,0.0,0,0,0,1,0.053,0,2,29,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7969934.txt,https://www.ekni-nct.ekint.bhwkke.top/load.php,45,www.ekni-nct.ekint.bhwkke.top,29,0,top,29.61937716,0.333333333,0.0002752,0.050385017,3,3,0,0,0.0,27,0.6,0,0.0,0,0,0,6,0.133,1,9,54,1,ekni-nctekintbhwkkeloadph,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
571087.txt,https://www.nyfirestore.com,26,www.nyfirestore.com,19,0,com,100.0,1.0,0.5229071,0.064671548,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,1844,8740,1,nyfirestore,100.0,100.0,0,0,1,0,0,1,0,19,0,1,1,1,1,1,1,0,1,69,4,18,96,0,32,1
656331.txt,https://www.myadorna.com,23,www.myadorna.com,16,0,com,100.0,1.0,0.5229071,0.066574685,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,3608,3051,1,myadorna,100.0,100.0,1,0,1,0,0,1,0,21,0,1,1,1,1,1,1,0,1,78,82,22,159,0,46,1
7528054.txt,https://docs.google.com/forms/d/e/1faipqlsdnega_6c_pz9_q9ep9epm4iwqfsrxqsnaz-j9dyldimaoocg/viewform?usp=send_form,112,docs.google.com,15,0,com,14.5167501,0.636363636,0.5229071,0.04541607,3,1,0,0,0.0,83,0.741,7,0.062,1,1,0,12,0.125,1,22,29736,1,docsgoogleformsde1faipqlsdnega_6c_pz9_q9ep9epm4iwqfsrxqsnaz-j9dyldimaoocgviewform?usp=send_for,0.0,0.0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,2,0,0,2,0,2,0
mw162260.txt,http://www.666mh.com,19,www.666mh.com,13,0,com,77.28395062,1.0,0.5229071,0.037557306,3,1,0,0,0.0,4,0.211,3,0.158,0,0,0,1,0.053,0,181,435,1,666mh,100.0,100.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,4,0,7,0,14,0
oph12106.txt,http://www.amazcaom-co-jp.amazzeocn.50gb264.xyz/,48,www.amazcaom-co-jp.amazzeocn.50gb264.xyz,40,0,xyz,28.12812813,0.40625,0.0017496,0.044848427,3,3,0,0,0.0,26,0.542,5,0.104,0,0,0,6,0.125,0,12,113,0,0,3.125,3.125,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8036772.txt,https://peteri.sk/meinpaket/,27,peteri.sk,9,0,sk,48.31024931,1.0,0.0009815,0.058543971,2,0,0,0,0.0,17,0.63,0,0.0,0,0,0,2,0.074,1,6,36,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mw181321.txt,http://www.onmailadmin.cf,24,www.onmailadmin.cf,18,0,cf,63.26530612,1.0,0.0001858,0.06470099,2,1,0,0,0.0,12,0.5,0,0.0,0,0,0,1,0.042,0,20,212,1,onmailadmin,100.0,100.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5286.txt,https://www.commonsensemedia.org,31,www.commonsensemedia.org,24,0,org,100.0,1.0,0.0799628,0.072066373,3,1,0,0,0.0,18,0.581,0,0.0,0,0,0,1,0.032,1,2768,36376,1,commonsensemedia,100.0,100.0,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,99,4,5,223,0,28,1
634676.txt,https://www.ospheredigital.com,29,www.ospheredigital.com,22,0,com,100.0,1.0,0.5229071,0.06172481,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,1,3962,65762,1,ospheredigital,100.0,100.0,0,1,1,0,0,1,0,8,0,1,1,1,1,0,1,0,1,23,25,26,92,6,114,1
576104.txt,https://www.mpihomevideo.com,27,www.mpihomevideo.com,20,0,com,100.0,1.0,0.5229071,0.064208886,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,10735,2677,1,mpihomevideo,100.0,100.0,1,0,1,0,0,0,0,19,0,0,1,1,1,1,1,0,1,183,10,28,268,4,6,1
mw208304.txt,http://www.liyuemachinery.com,28,www.liyuemachinery.com,22,0,com,82.26120858,1.0,0.5229071,0.058893826,3,1,0,0,0.0,16,0.571,0,0.0,0,0,0,1,0.036,0,9,50,1,liyuemachinery,100.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8016906.txt,http://speedy5.world/paymydoctor/,32,speedy5.world,13,0,world,41.47692308,1.0,0.0002282,0.050990221,5,0,0,0,0.0,22,0.688,1,0.031,0,0,0,2,0.062,0,610,23798,1,speedy5paymydoctor,0.0,100.0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,1,1,4,12,24,1,1,9,0
872580.txt,https://www.hbrg.org.uk,22,www.hbrg.org.uk,15,0,uk,100.0,0.625,0.028555,0.045199059,2,2,0,0,0.0,8,0.364,0,0.0,0,0,0,2,0.091,1,331,181,1,hbrgorg,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,116,1,0,1,0,3,1
560152.txt,https://www.sunbeach-rhodes.gr,29,www.sunbeach-rhodes.gr,22,0,gr,100.0,0.6,0.0016589,0.055163847,2,1,0,0,0.0,15,0.517,0,0.0,0,0,0,2,0.069,1,3553,17216,1,sunbeach-rhodes,100.0,100.0,0,1,1,0,0,1,0,21,0,1,1,0,0,0,0,0,1,100,7,19,132,3,179,1
30208.txt,https://www.redirectdetective.com,32,www.redirectdetective.com,25,0,com,100.0,1.0,0.5229071,0.06609046,3,1,0,0,0.0,19,0.594,0,0.0,0,0,0,1,0.031,1,262,265,1,redirectdetective,100.0,100.0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,8,15,7,3,1,1
mw201408.txt,http://www.netretgidare.com,27,www.netretgidare.com,20,0,com,68.33639706,1.0,0.5229071,0.066709622,3,1,0,0,0.0,15,0.556,0,0.0,0,0,0,1,0.037,0,2,36,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
627142.txt,https://www.thetapshop.ie,24,www.thetapshop.ie,17,0,ie,100.0,1.0,0.0015878,0.054549405,2,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,767,2514,1,thetapshop,100.0,100.0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,31,44,42,164,0,160,1
249564.txt,https://www.rethinkcare.com,26,www.rethinkcare.com,19,0,com,100.0,1.0,0.5229071,0.065274076,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,1834,9381,1,rethinkcare,100.0,100.0,1,1,1,0,0,1,0,5,0,1,0,1,0,0,0,0,1,30,11,47,67,0,80,1
59186.txt,https://www.fortlauderdale.gov,29,www.fortlauderdale.gov,22,0,gov,100.0,1.0,0.0033282,0.059192123,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,1,2072,29106,1,fortlauderdale,100.0,100.0,1,0,1,1,0,1,0,5,0,1,0,0,0,0,1,0,1,1,16,42,87,1,12,1
8111174.txt,http://pancakeswap-platform.com,31,pancakeswap-platform.com,24,0,com,65.41666667,0.6,0.5229071,0.058145654,3,0,0,0,0.0,22,0.71,0,0.0,0,0,0,2,0.065,0,2,39,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
738880.txt,https://www.demoscene.no,23,www.demoscene.no,16,0,no,100.0,1.0,0.0023289,0.07064697,2,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,330,155,1,demoscee,0.0,0.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,1,0,19,0,17,1
889570.txt,https://www.montgomerypreservation.org,37,www.montgomerypreservation.org,30,0,org,100.0,1.0,0.0799628,0.064724762,3,1,0,0,0.0,24,0.649,0,0.0,0,0,0,1,0.027,1,1000,15559,1,montgomerypreservation,100.0,100.0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,15,21,26,79,5,88,1
7956564.txt,https://tteywhhaksjjwoou4729h1000jsghbddzxxsssssssqwzjjywqooqkaklm.pages.dev/nvvnncnzxwnrrqqdqbfgxtqxdcmsnbfpmwhtcqrrgjgqcbtx.php,128,tteywhhaksjjwoou4729h1000jsghbddzxxsssssssqwzjjywqooqkaklm.pages.dev,68,0,dev,5.86932497,0.59375,0.0009613,0.033229146,3,1,0,0,0.0,108,0.844,8,0.062,0,0,0,4,0.031,1,293,18874,1,tteywhhaksjjwoou4729h1000jsghbddzxxsssssssqwzjjywqooqkaklmpagesnvvnncnzxwnrrqqdqbfgxtqxdcmsnbfpmwhtcqrrgjgqcbtxph,0.0,0.0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,2,1,0,0,3,0
mw160514.txt,http://www.arcadebouwconsult.com,31,www.arcadebouwconsult.com,25,0,com,65.51226551,1.0,0.5229071,0.06205241,3,1,0,0,0.0,19,0.613,0,0.0,0,0,0,1,0.032,0,11,87,1,arcadebouwnsult,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
8134701.txt,https://banking.postbank.de.admiring-herschel.5-231-78-38.plesk.page/app/user.php,81,banking.postbank.de.admiring-herschel.5-231-78-38.plesk.page,60,0,page,26.54775248,0.218181818,0.0001446,0.044629561,4,5,0,0,0.0,52,0.642,8,0.099,0,0,0,13,0.16,1,136,104,1,bankingpostbankdeadmiring-herschel5-231-78-38pleskappuserphp,0.0,0.0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,2,2,1,0,0,1,0
mw99129.txt,http://www.titlecs.com,22,www.titlecs.com,15,0,com,82.09366391,1.0,0.5229071,0.067117927,3,1,0,0,0.0,10,0.455,0,0.0,0,0,0,1,0.045,0,2,30,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59639.txt,https://www.stopline3.org,24,www.stopline3.org,17,0,org,100.0,1.0,0.0799628,0.059718115,3,1,0,0,0.0,10,0.417,1,0.042,0,0,0,1,0.042,1,2470,13627,1,stopline3,100.0,100.0,1,0,1,0,0,1,0,7,0,1,0,1,0,0,1,0,0,28,4,22,47,0,20,1
641220.txt,https://www.imaginacaocriativa.com.br,36,www.imaginacaocriativa.com.br,29,0,br,100.0,0.863636364,0.0094423,0.065640613,2,2,0,0,0.0,22,0.611,0,0.0,0,0,0,2,0.056,1,8047,2046,1,imaginacaocriativacom,0.0,0.0,1,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,64,11,18,260,0,280,1
8116279.txt,https://accounttsolutionfixx.netlify.app/wallet/wallets.html,60,accounttsolutionfixx.netlify.app,32,0,app,31.04834208,0.75,0.001502,0.052727935,3,1,0,0,0.0,47,0.783,0,0.0,0,0,0,5,0.083,1,2,68,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
176778.txt,https://www.vetusware.com,24,www.vetusware.com,17,0,com,100.0,1.0,0.5229071,0.060205452,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,225,4726,1,vetusware,100.0,100.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3,25,0,15,1
440124.txt,https://www.radioforen.de,24,www.radioforen.de,17,0,de,100.0,1.0,0.0326503,0.063266891,2,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,2868,1615,1,raioforen,0.0,0.0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,27,2,9,83,1,27,1
473775.txt,https://www.visitingnewengland.com,33,www.visitingnewengland.com,26,0,com,100.0,1.0,0.5229071,0.055896917,3,1,0,0,0.0,20,0.606,0,0.0,0,0,0,1,0.03,1,1363,522,1,visitingnewengland,100.0,100.0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,138,1,6,216,0,238,1
24727.txt,https://www.expensify.com,24,www.expensify.com,17,0,com,100.0,1.0,0.5229071,0.053428934,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,315,682,1,expensify,100.0,100.0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,2,1,3,4,8,6,1
7905234.txt,https://js.com.tr/1027/onedrive.html,35,js.com.tr,9,0,tr,32.39795918,0.666666667,0.0011882,0.048553059,2,1,0,0,0.0,18,0.514,4,0.114,0,0,0,5,0.143,1,170,358,1,jscom1027onedrivehtm,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0
545905.txt,https://www.mockingbirdbridal.com,32,www.mockingbirdbridal.com,25,0,com,100.0,1.0,0.5229071,0.05569838,3,1,0,0,0.0,19,0.594,0,0.0,0,0,0,1,0.031,1,2255,7410,1,mockingbirdbridal,100.0,100.0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,11,11,11,8,0,39,1
7983198.txt,https://rondo.su/mbanku-poland/private.php?data=loading,54,rondo.su,8,0,su,19.98149861,1.0,0.000402,0.054875732,2,0,0,0,0.0,39,0.722,0,0.0,1,1,0,5,0.13,1,2,63,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
72201.txt,https://www.mindmup.com,22,www.mindmup.com,15,0,com,100.0,1.0,0.5229071,0.056274855,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,386,282,1,mindmup,100.0,100.0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,15,1,1,40,3,18,1
oph12036.txt,https://www.icloud-position.co.kingoffserver.com/expire/,56,www.icloud-position.co.kingoffserver.com,40,0,com,28.49697625,0.4375,0.5229071,0.059998461,3,3,0,0,0.0,38,0.679,0,0.0,0,0,0,6,0.107,1,2,65,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476134.txt,https://www.mdlogichealth.com,28,www.mdlogichealth.com,21,0,com,100.0,1.0,0.5229071,0.059556991,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,8754,14465,1,mdlogichealth,100.0,100.0,0,0,1,1,0,1,0,19,0,1,1,1,1,1,1,0,1,324,16,46,128,62,85,1
685538.txt,https://www.baberuthleague.org,29,www.baberuthleague.org,22,0,org,100.0,1.0,0.0799628,0.057350505,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,1,2116,605,1,baberuthleague,100.0,100.0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,80,10,11,275,23,123,1
608006.txt,https://www.drtheall.com,23,www.drtheall.com,16,0,com,100.0,1.0,0.5229071,0.060316585,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,1030,1642,1,drtheall,100.0,100.0,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,13,3,6,57,6,73,1
8009723.txt,https://theperigoncondosmiamibeach.com/hdls/,43,theperigoncondosmiamibeach.com,30,0,com,51.67346939,1.0,0.5229071,0.061481756,3,0,0,0,0.0,33,0.767,0,0.0,0,0,0,2,0.047,1,257,213,1,theperigoncondosmiamibeachhdls,0.0,100.0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,11,2,9,0,0,2,0
239234.txt,https://www.pamline.com,22,www.pamline.com,15,0,com,100.0,1.0,0.5229071,0.066297638,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,2578,1742,1,pamline,100.0,100.0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,135,27,28,310,0,137,1
540789.txt,https://www.greige.co.uk,23,www.greige.co.uk,16,0,uk,100.0,0.777777778,0.028555,0.063115559,2,2,0,0,0.0,9,0.391,0,0.0,0,0,0,2,0.087,1,2320,11683,1,greigeco,0.0,0.0,1,1,1,1,0,1,0,19,0,1,1,1,1,1,1,0,1,28,6,30,166,1,15,1
747504.txt,https://www.vigan.ph,19,www.vigan.ph,12,0,ph,100.0,1.0,0.0004928,0.044417268,2,1,0,0,0.0,6,0.316,0,0.0,0,0,0,1,0.053,1,390,2104,1,vigan,100.0,100.0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,4,11,15,93,7,95,1
